BillNo,Date,Customer,Discount 5%,Discount 12%,Discount 18%,Discount 28%
ZA8470,17-04-2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8460,17-04-2017,"BELIEVERS CHURCH CITY CLINIC, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8464,17-04-2017,"MATTAPARAMPIL MEDICALS, CHANGANASSERY",#N/A,#N/A,#N/A,1
ZA8468,17-04-2017,"DR.V.K.SANJEEV.MD.DM, NEURO CLINIC ,CHRY",#N/A,#N/A,#N/A,1
ZA8459,17-04-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,#N/A,#N/A,1
ZA8457,17-04-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8462,17-04-2017,"REMEDY MEDICALS, CHANGANACHERRY",#N/A,#N/A,#N/A,1
ZA8455,17-04-2017,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",#N/A,#N/A,#N/A,1
ZA8461,17-04-2017,"JANAMITHRA MEDICALS, PAIPAD",#N/A,#N/A,#N/A,1
ZA8463,17-04-2017,"J M J MEDICALS, LAIKADU",#N/A,#N/A,#N/A,1
ZA8467,17-04-2017,"ASWAS MEDICALS, KURISHUMMOODU",#N/A,#N/A,#N/A,1
ZA8456,17-04-2017,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",#N/A,#N/A,#N/A,1
ZA8469,17-04-2017,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8465,17-04-2017,"KANNAMPALLIL MEDICALS, THENGANA",#N/A,#N/A,#N/A,1
ZA8466,17-04-2017,"JESWIN MEDICALS, THENGANA",#N/A,#N/A,#N/A,1
ZA8473,18-04-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8495,18-04-2017,"MODERN DRUG HOUSE, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8496,18-04-2017,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8483,18-04-2017,"NEETHI MEDICALS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8511,18-04-2017,"NEETHI MEDICALS, NEDUMKUNNAM",#N/A,#N/A,#N/A,1
ZA8502,18-04-2017,"KUMBANAD MEDICALS, KUMBANAD",#N/A,#N/A,#N/A,1
ZA8508,18-04-2017,"S.D MEDICALS, CHENGANNUR",#N/A,#N/A,#N/A,1
ZA8503,18-04-2017,"PHILIPS MEDICALS, NELLAD",#N/A,#N/A,#N/A,1
ZA8485,18-04-2017,"MANNAR MEDICALS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8507,18-04-2017,"NEETHI MEDICAL STORE, KUMBANADU",#N/A,#N/A,#N/A,1
ZA8486,18-04-2017,"JINI MEDICALS, MARAMON",#N/A,#N/A,#N/A,1
ZA8471,18-04-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8474,18-04-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,#N/A,#N/A,1
ZA8472,18-04-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8506,18-04-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8475,18-04-2017,"PEOPLES HOSPITAL, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8504,18-04-2017,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",#N/A,#N/A,#N/A,1
ZA8477,18-04-2017,"POYANIL HOSPITAL, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8488,18-04-2017,"SOUTHERN MEDICALS, KOZHENCHERY",#N/A,#N/A,#N/A,1
ZA8499,18-04-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,#N/A,#N/A,1
ZA8487,18-04-2017,"NEETHY MEDICAL STORE, PULLAD",#N/A,#N/A,#N/A,1
ZA8484,18-04-2017,"ST.GEORGE MEDICALS, KOZHENCHERY",#N/A,#N/A,#N/A,1
ZA8478,18-04-2017,"HAFZA MEDICALS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8512,18-04-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8509,18-04-2017,"JAI MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8497,18-04-2017,"SURESH NURSING HOME, CHANGANASSERY",#N/A,#N/A,#N/A,1
ZA8491,18-04-2017,"PREETHI MEDICALS, ELENTHOOR",#N/A,#N/A,#N/A,1
ZA8510,18-04-2017,"NEETHI MEDICALS, MALLAPPALLY",#N/A,#N/A,#N/A,1
ZA8479,18-04-2017,"ST.MARY'S HOSPITAL, ERAVIPEROOR",#N/A,#N/A,#N/A,1
ZA8489,18-04-2017,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8498,18-04-2017,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",#N/A,#N/A,#N/A,1
ZA8490,18-04-2017,"TRAVANCORE MEDICALS, PULLAD",#N/A,#N/A,#N/A,1
ZA8492,18-04-2017,"MUTTUMON MEDICALS, KUMBANAD",#N/A,#N/A,#N/A,1
ZA8500,18-04-2017,"SIMON GEORGE & SONS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8482,18-04-2017,"T & T MEDICALS, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8494,18-04-2017,"SAM MEDICALS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8501,18-04-2017,"SHEEBA MEDICALS, THEADICAL",#N/A,#N/A,#N/A,1
ZA8513,18-04-2017,"SOUTHERN DRUG HOUSE, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8481,18-04-2017,"KANJIRAMON MEDICALS, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8476,18-04-2017,"FRIENDS MEDICALS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8480,18-04-2017,"MAMMARAPALLIL MEDICALS, PULLAD ",#N/A,#N/A,#N/A,1
ZA8493,18-04-2017,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",#N/A,#N/A,#N/A,1
ZA8505,18-04-2017,"BHADRA MEDICALS, NEERATTUPURAM",#N/A,#N/A,#N/A,1
ZA8517,19-04-2017,"PULOOR DRUG HOUSE, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8515,19-04-2017,"S.D MEDICALS, CHENGANNUR",#N/A,#N/A,#N/A,1
ZA8520,19-04-2017,"MANAK HOSPITAL, NEDUMPURAM",#N/A,#N/A,#N/A,1
ZA8518,19-04-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8521,19-04-2017,"THOMSON MEDICALS, TIRUVALLA",#N/A,#N/A,#N/A,1
ZA8523,19-04-2017,"NEETHI MEDICALS, CENTRAL JN:CHANGANASSERY",#N/A,#N/A,#N/A,1
ZA8522,19-04-2017,"HOLY CROSS HOSPITAL, ADOOR",#N/A,#N/A,#N/A,1
ZA8516,19-04-2017,"MENAMTHOTTAM HOSPITAL, RANNY",#N/A,#N/A,#N/A,1
ZA8514,19-04-2017,"DR.VARGHESE.V.JACOB, MEDICAL CENTER PEDI:",#N/A,#N/A,#N/A,1
ZA8519,19-04-2017,"UDAYA MEDICALS, KOTTAYAM",#N/A,#N/A,#N/A,1
ZA8529,20-04-2017,"C.M HOSPITAL, PANDALAM",#N/A,#N/A,1,#N/A
ZA8541,20-04-2017,"MARY QUEEN'S ALLERGY CLINIC, THIRUVALLA",#N/A,#N/A,1,#N/A
ZA8536,20-04-2017,"NEETHI MEDICAL STORES, MANNAR",#N/A,#N/A,#N/A,1
ZA8539,20-04-2017,"S.N.MEDICALS, KADAPRA",#N/A,#N/A,#N/A,1
ZA8537,20-04-2017,"KADAVIL MEDICALS, MANNAR",#N/A,#N/A,#N/A,1
ZA8532,20-04-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,#N/A,#N/A,1
ZA8525,20-04-2017,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,#N/A,#N/A,1
ZA8531,20-04-2017,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,#N/A,#N/A,1
ZA8524,20-04-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,#N/A,#N/A,1
ZA8526,20-04-2017,"DR.SALINI, KARUNYA EYE (H)",#N/A,#N/A,#N/A,1
ZA8534,20-04-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8542,20-04-2017,"NEETHI MEDICALS. PALLIPPADI, KARAKKAD",#N/A,#N/A,#N/A,1
ZA8530,20-04-2017,"USHA HOSPITAL, CHENGANNOOR",#N/A,#N/A,#N/A,1
ZA8527,20-04-2017,"DR.HELEENA PETER, RIHAS SKINCARE CLINIC,ADOOR",#N/A,#N/A,#N/A,1
ZA8540,20-04-2017,"NEETHI MEDICALS, THENGANA",#N/A,#N/A,#N/A,1
ZA8533,20-04-2017,"SOORAJ MEDICALS, PLANKAMON",#N/A,#N/A,#N/A,1
ZA8535,20-04-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8528,20-04-2017,"DR.HELEENA PETER, RIHAS SKINCARE CLINIC,ADOOR",#N/A,#N/A,#N/A,1
ZA8538,20-04-2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",#N/A,#N/A,#N/A,1
ZA8544,21-04-2017,"MANNAR MEDICALS, MANNAR",#N/A,#N/A,1,#N/A
ZA8570,21-04-2017,"ASWAS COMMUNITY PHARMACY, ADOOR",#N/A,#N/A,#N/A,1
ZA8573,21-04-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,#N/A,#N/A,1
ZA8564,21-04-2017,"S.D MEDICALS, CHENGANNUR",#N/A,#N/A,#N/A,1
ZA8560,21-04-2017,"KARUNYAM MEDICALS, CHENGANNUR",#N/A,#N/A,1,#N/A
ZA8559,21-04-2017,"PUTHENVILAYIL MEDICALS, PANDALAM",#N/A,#N/A,#N/A,1
ZA8550,21-04-2017,"CHERUKARA DRUG HOUSE, CHENGANOOR",#N/A,#N/A,#N/A,1
ZA8562,21-04-2017,"UDAYA MEDICALS, PANDALAM",#N/A,#N/A,#N/A,1
ZA8545,21-04-2017,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",#N/A,#N/A,#N/A,1
ZA8567,21-04-2017,"LEKSHMI MEDICALS, KUTOOR",#N/A,#N/A,#N/A,1
ZA8546,21-04-2017,"KARUNYA MEDICALS, ADOOR",#N/A,#N/A,#N/A,1
ZA8568,21-04-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,#N/A,#N/A,1
ZA8551,21-04-2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,#N/A,#N/A,1
ZA8556,21-04-2017,"K.K DRUG HOUSE, ADOOR",#N/A,#N/A,#N/A,1
ZA8554,21-04-2017,"DR.A.V.ABRAHAM, KARUNYA EYE (H) ",#N/A,#N/A,#N/A,1
ZA8561,21-04-2017,"MARIA HOSPITAL, ADOOR",#N/A,#N/A,#N/A,1
ZA8566,21-04-2017,"DEEPTHI MEDICALS, MANNAR",#N/A,#N/A,#N/A,1
ZA8547,21-04-2017,"NEETHI MEDICALS, M.M JN  PANDALAM",#N/A,#N/A,#N/A,1
ZA8558,21-04-2017,"APPOLO MEDICALS, ADOOR",#N/A,#N/A,#N/A,1
ZA8575,21-04-2017,"DR.ANDREWS VINCENT PALACKAL, CHANGANACHERRY",#N/A,#N/A,#N/A,1
ZA8571,21-04-2017,"ATTILETHU  MEDICALS, KULANADA",#N/A,#N/A,#N/A,1
ZA8549,21-04-2017,"DELIGHT'S MEDICALS, CHENGANNUR",#N/A,#N/A,#N/A,1
ZA8572,21-04-2017,"DR.BALASUBRAMANIAN G, MAVELIKKARA",#N/A,#N/A,#N/A,1
ZA8548,21-04-2017,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",#N/A,#N/A,#N/A,1
ZA8565,21-04-2017,"KONNAYIL MEDICALS, KALLISSERRY",#N/A,#N/A,#N/A,1
ZA8569,21-04-2017,"NEETHI MEDICAL STORE, CENTRAL ADOOR",#N/A,#N/A,#N/A,1
ZA8557,21-04-2017,"CHITRA HOSPITAL, PANDALAM",#N/A,#N/A,#N/A,1
ZA8553,21-04-2017,"VAZHAPLAVIL MEDICALS, PANDALAM",#N/A,#N/A,#N/A,1
ZA8543,21-04-2017,"MEPRASSARIL MEDICALS, VALANJAVATTAM",#N/A,#N/A,#N/A,1
ZA8555,21-04-2017,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",#N/A,#N/A,#N/A,1
ZA8574,21-04-2017,"BHAGAVATH MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8552,21-04-2017,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",#N/A,#N/A,#N/A,1
ZA8563,21-04-2017,"KANJIRATHARA MEDICALS, MANJADI",#N/A,#N/A,#N/A,1
ZA8586,22-04-2017,"ANJALI MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
ZA8580,22-04-2017,"CENTRAL MEDICALS, THADIYOOR",#N/A,#N/A,#N/A,1
ZA8582,22-04-2017,"KIZHAKINATH MEDICALS, PAIPPAD",#N/A,#N/A,#N/A,1
ZA8589,22-04-2017,"SOUTHERN DRUG HOUSE, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8584,22-04-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8588,22-04-2017,"DR.V.K.SANJEEV.MD.DM, NEURO CLINIC ,CHRY",#N/A,#N/A,#N/A,1
ZA8585,22-04-2017,"JANAMITHRA MEDICALS, PAIPAD",#N/A,#N/A,#N/A,1
ZA8583,22-04-2017,"MARANGAT MEDICALS, KAVUMBHAGOM",#N/A,#N/A,#N/A,1
ZA8591,22-04-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,#N/A,#N/A,1
ZA8587,22-04-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8578,22-04-2017,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8581,22-04-2017,"ST.THOMAS MEDICALS, RANNY",#N/A,#N/A,#N/A,1
ZA8579,22-04-2017,"SIMON GEORGE & SONS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8590,22-04-2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8577,22-04-2017,"DR.THOMAS T THOMAS, M.M.A.M HOSPITAL.CHITTAR",#N/A,#N/A,#N/A,1
ZA8576,22-04-2017,"DEEPTHI MEDICALS, KAYAMKULAM",#N/A,#N/A,#N/A,1
ZA8599,24-04-2017,"NEETHI MEDICALS, NEAR MUNICIPAL JN",#N/A,#N/A,#N/A,1
ZA8608,24-04-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,#N/A,#N/A,1
ZA8605,24-04-2017,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,#N/A,1,#N/A
ZA8610,24-04-2017,"THOMSON MEDICALS, TIRUVALLA",#N/A,#N/A,#N/A,1
ZA8601,24-04-2017,"THOMSON MEDICALS, THENGANA",#N/A,#N/A,#N/A,1
ZA8596,24-04-2017,"ASWAS MEDICALS, KURISHUMMOODU",#N/A,#N/A,#N/A,1
ZA8604,24-04-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8603,24-04-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8592,24-04-2017,"HOLY CROSS HOSPITAL, ADOOR",#N/A,#N/A,#N/A,1
ZA8606,24-04-2017,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,#N/A,#N/A,1
ZA8593,24-04-2017,"NEETHI MEDICALS, THENGANA",#N/A,#N/A,#N/A,1
ZA8598,24-04-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,#N/A,#N/A,1
ZA8607,24-04-2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8595,24-04-2017,"NEETHI MEDICALS, KUNNUMPURAM",#N/A,#N/A,#N/A,1
ZA8594,24-04-2017,"KANNAMPALLIL MEDICALS, THENGANA",#N/A,#N/A,#N/A,1
ZA8597,24-04-2017,"BHARATH MEDICALS, KIZHAKENMUTTOOR",#N/A,#N/A,#N/A,1
ZA8602,24-04-2017,"MATTAPARAMPIL MEDICALS, CHANGANASSERY",#N/A,#N/A,#N/A,1
ZA8609,24-04-2017,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",#N/A,#N/A,#N/A,1
ZA8612,25-04-2017,"KURUNGATTU MEDICALS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8628,25-04-2017,"PRATHIBHA MEDICALS, VECHOOCHIRA",#N/A,#N/A,#N/A,1
ZA8646,25-04-2017,"M.G.M. MEDICALS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8622,25-04-2017,"MADATHIL MEDICALS, KOZHANCHERY",#N/A,#N/A,#N/A,1
ZA8652,25-04-2017,"S.D MEDICALS, CHENGANNUR",#N/A,#N/A,#N/A,1
ZA8625,25-04-2017,"NEETHI MEDICALS(SCB 195), MEMANA BUILDING.PULLAD",#N/A,#N/A,#N/A,1
ZA8623,25-04-2017,"DEEPTHI MEDICALS, KAYAMKULAM",#N/A,#N/A,#N/A,1
ZA8651,25-04-2017,"NEETHI MEDICALS, ERAVIPEROOR  SCB",#N/A,#N/A,#N/A,1
ZA8618,25-04-2017,"SONIA MEDICALS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8611,25-04-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,#N/A,#N/A,1
ZA8633,25-04-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8655,25-04-2017,"NEETHI MEDICAL STORE, KUMBANADU",#N/A,#N/A,#N/A,1
ZA8643,25-04-2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8614,25-04-2017,"POYANIL HOSPITAL, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8656,25-04-2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8616,25-04-2017,"NEETHY MEDICAL STORE, PULLAD",#N/A,#N/A,#N/A,1
ZA8638,25-04-2017,"SOUTHERN MEDICALS, KOZHENCHERY",#N/A,#N/A,#N/A,1
ZA8649,25-04-2017,"MODERN DRUG HOUSE, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8645,25-04-2017,"KUMBANAD MEDICALS, KUMBANAD",#N/A,#N/A,#N/A,1
ZA8665,25-04-2017,"HOLY CROSS HOSPITAL, ADOOR",#N/A,#N/A,#N/A,1
ZA8660,25-04-2017,"SANKER'S HEALTHCARE MEDICALS, NEAR TDMCH, ALAPPUZHA.",#N/A,#N/A,#N/A,1
ZA8615,25-04-2017,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",#N/A,#N/A,#N/A,1
ZA8641,25-04-2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,#N/A,#N/A,1
ZA8644,25-04-2017,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",#N/A,#N/A,#N/A,1
ZA8658,25-04-2017,"MEDI HOUSE, PADIPURACKAL BUILDINGS",#N/A,#N/A,#N/A,1
ZA8617,25-04-2017,"HAFZA MEDICALS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8663,25-04-2017,"JAI MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8653,25-04-2017,"SIMON GEORGE & SONS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8647,25-04-2017,"MUTTUMON MEDICALS, KUMBANAD",#N/A,#N/A,#N/A,1
ZA8621,25-04-2017,"T & T MEDICALS, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8654,25-04-2017,"KAVIL DRUG HOUSE, OPP.GOVT HOSPITAL",#N/A,#N/A,#N/A,1
ZA8650,25-04-2017,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,#N/A,#N/A,1
ZA8661,25-04-2017,"USHA HOSPITAL, CHENGANNOOR",#N/A,#N/A,#N/A,1
ZA8632,25-04-2017,"FRIENDS MEDICALS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8630,25-04-2017,"CENTRAL MEDICALS, THADIYOOR",#N/A,#N/A,#N/A,1
ZA8659,25-04-2017,"DR.P T SHAJI, PAIPPAD",#N/A,#N/A,#N/A,1
ZA8620,25-04-2017,"MAMMARAPALLIL MEDICALS, PULLAD ",#N/A,#N/A,#N/A,1
ZA8637,25-04-2017,"SAM MEDICALS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8629,25-04-2017,"TRAVANCORE MEDICALS, PULLAD",#N/A,#N/A,#N/A,1
ZA8613,25-04-2017,"TRAVANCORE MEDICALS, PATHANAMTHITTA",#N/A,#N/A,#N/A,1
ZA8624,25-04-2017,"JACOBS MEDICALS, KUMBANAD",#N/A,#N/A,#N/A,1
ZA8635,25-04-2017,"PREETHI MEDICALS, ELENTHOOR",#N/A,#N/A,#N/A,1
ZA8631,25-04-2017,"JINI MEDICALS, MARAMON",#N/A,#N/A,#N/A,1
ZA8657,25-04-2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",#N/A,#N/A,#N/A,1
ZA8677,26-04-2017,"C.M HOSPITAL, PANDALAM",#N/A,#N/A,1,#N/A
ZA8674,26-04-2017,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8666,26-04-2017,"MEDI HOUSE, PADIPURACKAL BUILDINGS",#N/A,#N/A,#N/A,1
ZA8670,26-04-2017,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8671,26-04-2017,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,#N/A,#N/A,1
ZA8675,26-04-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8676,26-04-2017,"G.K HOSPITAL, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8667,26-04-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8669,26-04-2017,"PULOOR DRUG HOUSE, KOZHENCHERRY",#N/A,#N/A,#N/A,1
ZA8668,26-04-2017,"SOORAJ MEDICALS, PLANKAMON",#N/A,#N/A,#N/A,1
ZA8673,26-04-2017,"JANAMITHRA MEDICALS, PAIPAD",#N/A,#N/A,#N/A,1
ZA8672,26-04-2017,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8682,27-04-2017,"BETHEL MEDICALS, THADIYOOR",#N/A,#N/A,#N/A,1
ZA8681,27-04-2017,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",#N/A,#N/A,#N/A,1
ZA8680,27-04-2017,"KADAVIL MEDICALS, MANNAR",#N/A,#N/A,#N/A,1
ZA8678,27-04-2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8684,27-04-2017,"PALLIPARAMPIL MEDICALS, VENNIKULAM",#N/A,#N/A,#N/A,1
ZA8683,27-04-2017,"SHEEBA MEDICALS, THEADICAL",#N/A,#N/A,#N/A,1
ZA8685,27-04-2017,"PUTHANPARAMBIL MEDICALS, PURAMATTOM",#N/A,#N/A,#N/A,1
ZA8686,27-04-2017,"PADAPARAMBIL MEDICALS, PURAMATTOM",#N/A,#N/A,#N/A,1
ZA8679,27-04-2017,"K.T. GEORGE & SONS, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8713,28-04-2017,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",#N/A,#N/A,1,#N/A
ZA8691,28-04-2017,"PENCOS MEDICALS, CHENGANOOR",#N/A,#N/A,1,#N/A
ZA8705,28-04-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,#N/A,1,#N/A
ZA8737,28-04-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,#N/A,1,#N/A
ZA8712,28-04-2017,"HEALTH CARE MEDICALS, CHENGANNUR",#N/A,#N/A,#N/A,1
ZA8698,28-04-2017,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",#N/A,#N/A,#N/A,1
ZA8717,28-04-2017,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",#N/A,#N/A,#N/A,1
ZA8729,28-04-2017,"ASWAS COMMUNITY PHARMACY, ADOOR",#N/A,#N/A,#N/A,1
ZA8724,28-04-2017,"KARUNYA MEDICALS, CHENGANOOR",#N/A,#N/A,#N/A,1
ZA8721,28-04-2017,"UDAYA MEDICALS, PANDALAM",#N/A,#N/A,#N/A,1
ZA8727,28-04-2017,"S.D MEDICALS, CHENGANNUR",#N/A,#N/A,#N/A,1
ZA8723,28-04-2017,"PUTHENVILAYIL MEDICALS, PANDALAM",#N/A,#N/A,#N/A,1
ZA8700,28-04-2017,"NEETHI MEDICAL STORE, CENTRAL ADOOR",#N/A,#N/A,#N/A,1
ZA8730,28-04-2017,"DEEPTHI MEDICALS, MANNAR",#N/A,#N/A,#N/A,1
ZA8733,28-04-2017,"DEEPA MEDICALS, CHENNITHALA",#N/A,#N/A,#N/A,1
ZA8726,28-04-2017,"APPOLO MEDICALS, ADOOR",#N/A,#N/A,#N/A,1
ZA8703,28-04-2017,"VAZHAPLAVIL MEDICALS, PANDALAM",#N/A,#N/A,#N/A,1
ZA8720,28-04-2017,"PULIMOOTTIL MEDICALS, CHENGANOOR",#N/A,#N/A,#N/A,1
ZA8702,28-04-2017,"KARUNYA MEDICALS, ADOOR",#N/A,#N/A,#N/A,1
ZA8736,28-04-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,#N/A,#N/A,1
ZA8711,28-04-2017,"PENCOS MEDICALS, CHENGANOOR",#N/A,#N/A,#N/A,1
ZA8696,28-04-2017,"C.M HOSPITAL, PANDALAM",#N/A,#N/A,#N/A,1
ZA8731,28-04-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,#N/A,#N/A,1
ZA8719,28-04-2017,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,#N/A,#N/A,1
ZA8688,28-04-2017,"KADAVIL MEDICALS, MANNAR",#N/A,#N/A,#N/A,1
ZA8694,28-04-2017,"DR.A.V.ABRAHAM, KARUNYA EYE (H) ",#N/A,#N/A,#N/A,1
ZA8704,28-04-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,#N/A,#N/A,1
ZA8687,28-04-2017,"NEETHI MEDICAL STORES, MANNAR",#N/A,#N/A,#N/A,1
